#Facebook-like Social Network. https://toreopsahl.com/datasets/#online_social_network (weighted longitudinal one-mode network)
# Opsahl, T., Panzarasa, P., 2009. Clustering in weighted networks. Social Networks 31 (2), 155-163, doi: 10.1016/j.socnet.2009.02.002
# from, to, weight
1,2,3
356,711,106
561,448,77
679,396,220
448,254,23
809,448,274
204,498,531
323,68,20
980,831,40
561,448,82
396,679,223
448,831,215
323,638,18
979,978,43
557,969,217
915,823,217
194,296,5
777,176,61
1164,1164,1
193,823,242
831,980,10
1159,1159,1
68,323,23
296,194,11
448,809,244
204,303,44
969,557,92
823,950,464
831,448,82
498,204,398
396,679,159
679,396,105
561,448,150
980,831,26
679,396,12
204,498,124
194,296,11
448,831,164
823,498,452
831,980,52
557,561,58
858,199,163
448,561,161
337,297,84
9,652,169
495,498,207
950,823,297
448,831,50
495,181,62
121,144,193
831,448,190
831,448,20
711,356,27
708,940,16
708,834,22
199,858,339
104,97,13
297,337,54
104,638,79
539,840,30
969,557,18
124,713,230
68,323,64
124,617,132
95,712,69
831,981,117
95,708,16
704,978,91
704,971,25
189,36,32
95,63,112
969,549,30
124,712,163
549,969,54
686,621,20
835,492,233
199,978,328
68,969,24
704,943,24
95,713,137
189,144,133
498,823,383
95,938,79
498,204,436
969,549,143
686,924,41
969,68,50
629,713,114
644,378,36
498,495,339
683,9,176
686,498,36
460,934,51
95,345,225
498,686,52
68,969,43
346,654,40
346,977,2
686,498,20
686,621,76
95,712,61
498,194,249
498,686,46
917,103,2
199,355,178
199,355,150
199,460,433
569,448,215
392,475,132
41,815,34
447,400,40
569,199,135
308,561,33
662,625,29
176,815,24
823,193,109
823,950,321
546,831,174
199,569,417
687,97,25
546,823,40
283,41,17
823,498,234
95,638,106
823,546,22
103,969,14
569,199,147
823,915,631
686,498,17
498,686,10
103,795,24
546,823,96
686,498,9
199,569,182
969,103,27
961,42,7
644,977,3
969,961,3
103,969,22
823,546,168
498,686,18
103,708,14
569,199,94
546,460,99
103,975,13
498,823,435
546,823,139
103,587,13
498,823,128
625,662,12
644,943,27
176,975,26
686,498,19
498,881,164
72,683,113
475,392,27
823,498,172
199,569,201
823,546,154
823,498,93
199,498,122
569,199,40
943,644,77
686,498,129
605,704,60
605,272,11
498,686,33
847,140,24
981,831,243
913,884,267
913,950,60
250,53,80
41,283,8
193,913,411
41,913,51
41,975,56
41,176,25
981,817,55
254,277,30
103,973,18
473,687,10
103,841,18
498,823,388
498,823,202
973,103,46
103,973,33
9,683,111
973,103,80
294,103,68
536,782,287
536,940,39
103,973,77
988,988,1
596,400,26
302,193,47
973,103,50
84,437,2
596,103,31
969,103,11
9,282,1374
9,978,197
9,977,15
561,557,67
561,448,30
445,296,50
204,498,153
294,103,153
881,498,221
199,445,196
103,973,98
561,448,75
712,448,66
445,199,67
498,881,263
973,103,118
712,95,112
561,308,86
103,973,31
969,103,62
984,984,1
1023,1023,1
969,103,19
250,53,16
103,445,12
250,358,6
250,853,6
199,445,133
660,777,23
204,498,409
975,176,98
697,966,170
199,445,228
697,725,54
884,913,378
939,638,105
942,349,90
454,448,192
975,176,92
103,658,19
109,400,73
834,708,89
454,181,115
176,975,54
109,282,1983
942,454,23
176,978,38
41,975,48
454,467,59
686,163,94
109,400,123
942,454,188
942,454,111
44,834,65
942,454,146
204,498,37
686,621,68
942,454,92
561,557,109
189,712,78
686,74,48
372,396,18
454,372,2
741,758,90
372,969,47
821,475,178
454,372,18
969,372,56
475,821,59
142,144,1297
283,41,7
821,475,8
372,969,138
204,498,51
73,74,6
475,142,79
454,372,22
475,821,4
95,712,234
990,990,1
12,175,39
44,189,14
969,283,8
73,773,27
969,372,110
12,599,47
372,969,57
454,372,17
770,768,58
975,199,19
969,372,138
658,103,2
975,103,8
12,73,25
12,599,24
975,176,34
821,475,100
983,983,1
372,969,101
176,975,16
372,969,15
975,590,178
770,454,95
103,658,77
964,590,77
969,372,8
372,969,52
73,617,100
590,975,100
3,372,18
73,74,18
372,969,18
590,964,18
250,599,66
969,372,44
826,925,198
392,475,215
809,448,121
884,658,154
975,590,70
151,982,39
242,297,32
599,250,31
12,599,18
346,654,105
12,73,9
242,913,111
12,527,25
12,527,23
242,63,23
242,389,61
12,711,10
12,711,1
95,983,19
989,989,1
12,817,16
425,765,75
297,242,85
3,372,146
12,711,2
686,372,74
809,598,86
388,513,34
686,372,94
103,983,14
543,400,291
12,599,56
12,984,15
513,388,142
983,95,40
985,985,1
766,41,34
983,103,7
686,372,50
388,513,88
998,998,1
766,400,21
1659,1659,1
766,283,9
103,983,25
513,388,143
12,711,18
388,513,82
956,183,38
475,392,26
513,388,146
809,250,8
12,711,87
12,711,19
766,638,241
983,103,16
103,817,15
809,250,41
12,711,13
12,282,9
12,711,5
12,766,44
12,711,11
27,652,157
809,250,18
95,983,98
109,400,34
263,762,34
639,400,14
809,821,10
1220,1220,1
12,713,32
12,713,18
983,95,15
12,711,27
762,263,80
809,250,127
109,719,185
297,372,32
639,590,52
809,821,52
762,562,5
250,109,9
372,297,118
212,590,90
297,372,131
392,475,52
372,297,19
762,513,19
12,711,45
513,762,40
297,513,49
212,555,152
297,372,161
616,962,51
513,297,156
388,439,20
800,616,18
448,831,94
297,513,61
181,495,123
983,985,64
212,388,143
448,569,143
263,762,711
181,454,148
513,297,15
975,296,88
983,985,64
448,712,58
204,181,41
181,783,100
448,454,113
915,823,900
12,711,33
41,817,16
513,388,150
985,983,67
986,986,1
204,181,91
388,513,17
12,711,8
263,762,389
297,63,389
783,181,389
513,388,47
95,983,76
986,835,19
372,297,151
835,986,18
448,987,88
12,711,10
388,212,92
338,454,21
250,513,48
181,783,27
338,348,27
338,348,27
338,475,53
338,97,24
448,392,18
311,400,129
513,250,17
263,513,382
372,988,39
988,372,28
448,835,28
448,817,47
212,388,452
926,557,160
392,448,65
448,815,65
681,513,31
835,448,50
681,987,3
448,513,32
372,766,17
448,392,112
95,311,268
448,835,206
513,448,22
501,768,148
12,969,13
297,372,124
681,513,17
448,513,59
986,681,70
501,498,67
627,762,11
513,448,43
392,815,107
835,448,265
392,448,72
372,513,99
372,988,52
297,448,26
448,513,26
513,372,110
627,388,110
372,297,65
448,835,109
388,627,28
448,392,28
513,448,59
388,627,40
388,627,40
627,388,25
501,236,34
12,969,32
448,297,182
627,762,13
388,627,25
297,448,107
448,513,107
181,783,134
448,297,70
297,372,50
372,513,62
372,297,105
513,372,160
297,372,61
372,988,74
372,513,49
181,766,9
263,989,9
555,513,9
681,388,9
681,388,9
204,181,99
590,639,29
590,212,78
212,555,147
212,590,48
681,988,48
181,513,81
681,388,133
181,204,126
681,562,22
681,562,15
181,969,18
263,843,202
986,619,35
372,769,4
583,557,8
939,977,8
986,590,23
783,181,42
986,939,23
681,590,91
983,985,9
991,991,1
590,681,21
12,681,35
969,181,37
681,590,10
985,983,50
986,590,89
542,840,121
986,542,121
986,984,25
513,372,36
986,542,17
513,555,10
12,681,38
840,542,146
181,783,155
181,969,74
939,364,93
555,513,19
555,840,31
513,555,48
714,840,48
12,969,15
181,840,16
542,840,247
840,555,26
986,263,87
840,714,41
939,457,42
12,513,10
513,263,127
969,181,36
1305,1305,1
181,969,131
372,513,74
236,501,21
236,501,21
546,823,213
236,501,18
555,513,101
513,372,5
714,840,196
513,555,25
969,181,85
263,513,151
555,840,111
191,815,76
555,886,29
683,72,120
63,297,63
63,242,44
63,95,58
388,513,72
63,990,42
815,191,42
191,874,330
72,683,35
191,815,305
204,181,89
191,501,53
181,969,36
783,181,86
103,840,13
639,555,60
532,364,323
103,151,5
840,103,7
103,840,21
103,983,9
985,983,9
181,194,227
539,985,84
308,769,125
539,985,87
308,272,14
308,311,57
980,840,107
439,131,76
985,976,38
439,212,322
103,439,6
504,542,96
542,504,31
546,766,31
504,400,308
103,504,6
504,103,61
103,783,6
103,504,20
42,543,65
103,988,6
42,964,19
1210,1210,1
964,42,77
934,460,19
536,336,371
765,594,44
3,372,206
283,840,152
105,61,24
342,969,121
342,971,151
342,971,151
991,986,69
402,400,155
809,103,11
809,482,27
840,352,35
797,454,271
840,317,19
400,109,108
173,68,206
342,840,124
797,389,268
543,42,410
838,840,106
342,544,16
41,840,25
199,975,52
67,281,12
151,103,6
952,725,168
176,840,47
654,586,100
586,654,58
498,501,233
654,586,578
654,586,48
654,346,90
498,869,31
586,654,66
586,654,32
272,308,9
654,346,276
272,605,33
272,509,373
41,176,91
851,601,24
176,41,48
176,41,11
851,852,84
429,950,49
204,949,67
429,777,42
610,41,184
422,389,34
212,289,80
73,991,40
212,439,800
297,63,5
966,697,110
966,337,242
986,991,55
697,966,427
966,697,111
697,966,36
817,448,337
986,73,31
697,475,115
966,697,235
986,448,35
448,817,321
986,50,30
986,991,21
986,991,24
986,991,40
986,991,21
986,991,14
986,991,17
986,991,2
817,448,179
986,448,153
986,418,21
448,817,95
801,42,75
986,448,123
801,313,6
42,543,31
986,448,77
448,402,111
439,212,734
425,765,2
586,626,37
986,448,154
68,173,152
42,817,54
586,513,24
636,562,24
986,448,156
697,966,228
986,42,17
636,439,28
495,498,45
986,482,30
586,402,114
495,181,90
63,297,9
63,549,14
626,586,52
586,626,45
626,586,11
212,439,607
402,586,75
586,194,126
402,448,306
586,783,108
712,189,381
840,176,16
986,448,16
712,95,112
986,482,12
95,63,27
114,400,504
513,586,98
189,712,284
971,151,89
712,448,372
971,448,44
971,704,15
95,712,394
189,712,136
114,19,319
765,425,81
801,768,103
27,652,130
996,996,1
448,402,103
448,712,176
448,971,64
189,712,31
971,448,58
199,840,76
27,652,173
448,971,33
834,771,14
771,988,69
286,400,273
36,940,30
771,969,16
586,513,184
189,712,297
36,189,29
915,654,452
598,794,23
431,402,227
915,841,401
817,42,15
448,840,25
431,626,247
771,783,102
990,63,143
986,771,32
986,652,29
852,355,18
337,297,96
431,697,80
327,297,58
986,48,16
986,652,21
337,840,55
431,697,124
318,132,7
431,626,42
454,181,86
400,311,285
454,448,65
454,338,126
431,697,129
400,504,233
783,103,3
176,840,34
212,646,49
400,402,176
783,586,150
431,975,99
212,263,113
431,697,222
783,771,103
6,833,55
212,6,48
27,652,23
942,454,116
212,6,27
542,598,17
542,598,38
783,586,62
27,652,59
212,6,64
212,6,20
542,460,50
598,542,59
598,542,81
249,713,37
249,779,15
762,627,17
70,400,59
342,971,71
513,586,102
598,652,36
598,19,28
771,783,51
513,652,45
1236,1236,1
9,27,55
9,835,2
492,835,249
679,404,78
513,654,8
652,513,22
557,969,572
492,817,3
652,598,28
212,704,103
949,63,137
212,413,180
598,652,43
1054,1054,1
1015,1015,1
831,448,82
498,495,136
652,598,136
654,513,10
652,513,185
498,194,178
498,985,64
949,679,369
949,679,369
498,495,149
949,260,36
425,765,71
679,949,155
785,786,134
815,191,37
985,498,37
44,249,158
785,783,158
679,962,45
785,513,82
869,498,47
852,42,30
204,949,109
840,448,29
840,176,53
654,915,197
701,60,37
840,337,18
939,975,81
504,400,2458
448,454,59
448,831,116
448,840,29
364,939,213
498,869,32
815,364,38
592,400,6
498,831,52
3,372,87
994,994,1
831,498,87
337,840,31
176,840,311
1007,1007,1
660,659,44
817,492,3
492,817,43
498,831,92
991,73,153
586,783,60
586,783,55
448,817,116
504,337,199
586,783,126
586,513,52
801,121,16
337,504,462
590,346,17
950,823,170
831,498,75
950,913,108
950,429,104
222,120,154
590,513,23
713,372,38
713,615,47
590,402,11
807,805,43
708,103,2
204,777,107
389,830,249
713,762,102
993,993,1
708,834,146
431,697,205
389,498,107
389,41,8
204,949,143
713,321,106
439,636,90
389,652,53
131,815,42
765,425,111
389,242,88
439,212,380
389,797,25
713,103,556
204,949,96
389,422,102
830,389,335
713,103,164
713,325,27
971,448,27
971,342,31
713,629,212
389,830,433
634,988,47
389,652,29
966,697,357
652,389,81
926,73,56
697,966,911
768,501,180
830,389,886
372,713,31
966,697,745
992,992,1
768,801,236
296,194,13
296,445,88
901,915,159
697,966,805
901,482,63
901,704,110
995,995,1
901,41,111
966,697,85
460,542,180
460,934,23
679,263,45
402,590,180
504,337,1023
263,679,55
873,711,182
402,400,178
475,697,108
504,131,641
1049,1049,1
431,697,81
431,402,122
337,504,16
504,337,162
431,402,65
41,901,16
966,72,217
831,495,467
337,504,115
817,492,28
817,448,49
431,402,60
700,400,81
901,41,106
431,402,110
372,831,6
372,831,20
679,263,121
681,992,6
72,966,174
805,807,84
72,679,28
817,325,110
993,994,126
871,815,73
325,817,354
325,713,47
263,679,373
834,708,373
993,994,26
783,586,49
942,454,249
994,993,41
482,901,56
615,713,59
263,992,31
686,163,55
686,621,4
686,448,65
686,873,67
463,469,132
463,687,44
212,299,56
463,400,64
463,194,66
831,372,71
103,215,12
619,654,8
619,654,86
783,785,31
619,654,38
593,768,123
593,621,24
32,991,44
975,939,13
364,815,292
509,272,45
364,532,352
509,364,173
815,993,24
679,72,85
131,504,393
679,263,158
379,341,73
679,448,124
379,73,212
995,379,35
768,593,134
995,379,15
687,463,27
995,379,43
933,783,86
995,379,21
9,56,34
783,933,40
995,379,139
63,990,75
933,783,65
462,103,124
379,32,56
9,27,14
9,713,2
995,379,161
9,711,2
462,26,33
995,379,6
995,379,73
783,933,54
462,713,61
462,274,103
679,474,15
212,439,47
933,783,144
995,379,18
388,346,19
346,590,96
346,388,8
783,933,46
590,346,44
272,509,36
777,204,56
41,901,41
12,101,54
12,101,17
997,997,1
990,63,230
933,783,117
840,448,21
840,337,23
63,990,138
840,176,229
63,95,6
63,95,115
996,277,117
63,949,140
1000,1000,1
63,127,72
997,142,75
783,933,117
244,448,410
346,590,410
996,63,12
990,63,20
509,272,11
63,990,170
542,460,54
996,63,54
509,454,36
513,652,151
513,785,51
766,372,15
513,586,171
766,181,37
513,590,84
965,928,20
83,840,169
509,364,11
990,63,141
928,965,20
996,69,119
603,814,26
986,652,26
513,950,80
766,372,11
965,928,11
1031,1031,1
996,97,28
928,965,3
244,142,1459
456,394,1459
12,766,14
63,990,5
244,586,140
996,63,76
990,63,81
63,996,9
708,834,400
63,990,17
996,27,120
998,990,39
617,728,61
999,297,47
726,42,141
617,73,125
1002,1002,1
617,73,17
999,881,17
345,103,5
345,346,33
103,462,78
345,95,36
1115,1115,1
103,345,72
345,103,28
617,704,236
73,991,30
617,734,30
103,345,22
345,103,72
617,103,120
97,687,9
73,926,86
687,586,55
400,70,136
998,713,173
590,513,32
1021,1021,1
73,379,283
67,1000,34
73,617,177
73,617,151
73,379,33
27,996,37
1006,1006,1
712,95,220
915,654,467
933,783,74
950,513,204
933,840,57
68,783,122
1201,1201,1
297,337,127
297,63,48
484,913,169
297,327,37
297,999,42
996,27,48
322,652,431
68,938,46
835,492,722
938,68,10
68,938,106
938,68,11
938,67,40
68,938,46
686,6,30
143,6,3
143,201,64
143,103,2
686,667,2
143,542,48
346,345,25
176,840,217
938,68,43
143,681,34
346,840,43
938,325,40
448,840,5
448,244,82
68,938,80
938,68,31
67,938,136
783,68,57
783,933,62
68,783,87
783,68,30
323,834,11
323,642,54
323,68,49
68,783,80
403,617,344
962,679,96
314,372,187
679,962,24
783,68,52
314,479,60
68,783,89
103,638,29
314,103,41
323,68,13
163,686,224
323,68,135
783,68,61
68,783,98
770,938,220
379,73,226
379,73,117
396,679,230
252,513,21
323,68,73
460,542,556
189,712,997
484,770,116
103,460,96
823,950,161
189,712,117
323,753,56
1466,1466,1
986,73,154
785,513,41
296,516,20
991,32,67
986,619,86
991,32,67
323,753,71
484,770,115
189,712,53
991,73,53
991,986,13
991,986,36
991,992,31
823,915,599
687,97,23
950,823,262
462,103,300
323,991,46
991,194,204
933,783,62
991,73,44
823,498,166
986,73,20
484,770,53
986,103,11
73,991,256
1003,1003,1
103,151,37
991,286,29
991,73,34
32,991,15
32,938,57
938,32,39
103,708,90
308,520,15
1098,1098,1
667,686,111
176,1001,48
103,783,128
712,189,505
32,938,56
986,103,65
986,619,31
938,32,17
63,297,48
986,552,32
679,396,117
986,552,22
70,400,65
32,938,34
143,681,13
143,681,139
938,32,38
986,552,62
32,938,33
484,770,56
297,950,44
1002,32,4
1002,32,54
938,32,18
1002,32,94
719,109,238
484,297,45
27,794,324
297,484,34
988,681,26
1002,32,169
484,297,75
581,779,78
537,942,80
58,811,67
978,586,89
978,41,109
978,176,145
978,974,55
501,191,82
1002,32,99
291,42,14
291,520,5
978,979,195
501,768,52
978,704,43
978,199,80
617,73,463
617,73,130
103,978,13
783,68,32
783,933,23
783,103,88
73,379,465
617,403,465
73,991,55
617,734,117
504,131,195
926,73,34
617,508,31
73,617,477
73,617,254
73,926,30
495,498,92
652,513,215
617,73,239
297,484,114
495,498,212
41,938,5
495,831,149
988,372,66
988,103,9
495,831,121
988,771,50
988,634,28
617,73,315
103,988,33
484,297,13
938,41,3
260,174,731
617,462,41
260,950,125
545,992,34
260,950,122
297,484,13
260,949,110
9,27,21
950,297,83
193,233,87
286,991,8
814,297,50
498,823,61
1026,1026,1
498,389,145
323,991,59
323,834,94
379,73,45
1000,1003,45
103,938,17
483,782,225
586,513,183
681,988,71
969,557,873
323,645,167
586,244,167
483,768,520
586,687,39
586,978,324
189,712,1502
809,103,76
483,193,338
325,938,12
687,586,3
297,950,40
586,687,112
297,814,89
557,969,242
498,495,299
484,770,52
681,388,79
658,884,169
1004,1004,1
482,297,8
297,482,12
758,741,26
482,297,114
297,482,24
482,297,75
950,297,45
297,482,105
950,260,28
297,950,407
483,193,407
557,926,152
396,679,172
1005,1005,1
969,557,105
482,297,80
482,297,80
68,783,144
67,938,72
758,681,21
297,482,12
44,249,434
681,758,13
542,460,289
308,1004,120
527,332,42
308,332,36
332,527,5
67,928,24
372,831,59
332,308,87
1001,176,24
483,193,467
193,708,166
758,681,27
32,1005,13
915,823,668
482,297,82
308,332,13
557,969,13
1613,1613,1
193,483,125
1005,32,18
372,988,156
1004,308,51
323,557,53
483,193,447
193,483,67
826,925,12
483,193,103
176,1001,54
915,901,496
704,978,3
969,557,3
708,103,38
513,586,92
323,1006,51
325,379,85
708,193,247
1001,176,49
814,297,65
964,847,65
964,847,65
595,176,34
176,1001,67
323,1007,65
176,595,59
996,323,38
595,176,70
244,448,312
686,163,131
176,595,93
1005,878,15
484,770,142
686,667,182
212,964,139
595,176,155
372,1005,5
297,482,25
212,1004,50
557,969,340
561,557,466
1005,372,8
176,595,17
520,308,182
1004,212,182
297,814,123
595,176,174
595,372,32
520,291,515
884,658,515
176,595,106
1008,1008,1
988,103,20
561,281,101
988,681,84
595,176,258
551,371,19
988,372,139
1004,815,111
317,840,14
323,557,182
317,311,32
551,371,86
950,297,143
969,557,46
142,475,159
297,950,154
372,766,154
244,586,483
372,766,66
372,1005,5
73,617,964
950,297,112
1008,1004,112
596,103,104
586,513,66
372,595,51
484,770,23
297,950,27
73,379,67
308,520,67
372,766,67
586,244,171
770,484,171
131,297,22
869,498,85
142,997,681
176,595,21
595,372,19
212,1004,77
297,131,66
950,297,75
595,176,83
73,379,398
460,542,227
1004,212,107
131,297,152
389,652,13
814,297,107
460,934,223
323,996,107
915,536,68
460,608,25
536,915,54
498,869,54
463,687,17
323,557,219
484,770,78
212,439,825
595,176,30
74,686,48
204,999,74
204,456,29
212,1004,166
212,1004,166
652,460,15
1004,212,15
831,1004,66
915,536,191
389,830,430
389,652,41
1004,831,156
372,595,34
711,873,34
783,68,71
372,595,33
561,557,234
463,1009,135
388,681,71
389,830,119
949,260,371
681,388,26
317,408,61
818,357,33
463,339,181
9,711,7
372,818,53
681,758,53
966,72,53
1012,1012,1
372,831,13
372,831,16
463,748,69
297,950,88
463,1010,52
297,131,126
142,244,1263
463,1010,52
297,814,16
429,950,113
317,1011,91
463,293,91
1004,598,203
1004,1012,28
758,681,18
142,73,134
63,73,81
41,938,16
131,297,177
317,394,156
73,142,15
72,966,9
1004,463,40
297,131,62
1017,1017,1
536,915,199
302,1000,10
766,372,27
73,63,127
851,679,36
469,463,226
766,372,226
561,557,31
950,297,114
766,372,34
176,595,22
871,371,24
469,598,100
63,73,7
645,323,103
297,950,67
131,297,79
131,297,79
821,475,58
1000,302,77
41,595,32
372,766,23
950,429,67
297,131,75
372,766,16
621,593,73
871,429,18
933,783,125
131,297,147
429,950,59
915,536,133
942,454,73
297,131,61
323,645,37
596,1004,105
67,63,30
323,834,116
131,297,161
314,372,321
323,557,72
1004,596,91
131,297,161
131,1008,57
621,830,87
316,355,438
978,586,142
536,915,208
297,131,17
557,708,676
679,396,676
950,297,189
652,928,35
950,429,104
372,314,261
815,1004,25
768,501,51
131,297,117
596,73,120
297,950,103
810,349,88
596,1004,77
407,765,28
297,131,133
132,318,49
830,621,80
1004,596,80
758,834,15
314,131,393
407,372,10
128,934,41
68,783,70
131,297,125
777,992,15
830,389,606
596,989,74
834,323,187
297,131,46
834,758,34
314,966,121
557,323,285
949,969,248
314,131,251
131,297,118
596,1004,273
993,815,149
204,498,56
323,557,164
314,400,15
1004,596,122
204,949,69
67,63,50
783,933,165
479,713,113
642,323,65
783,68,26
323,834,144
479,642,44
398,1013,13
448,244,159
323,642,181
314,966,223
686,74,317
840,346,22
840,448,4
642,479,14
840,317,14
605,272,63
314,479,10
418,1000,10
642,323,10
768,483,439
372,407,14
372,407,70
323,642,35
314,131,226
966,314,173
68,783,68
590,840,57
418,580,50
561,557,186
314,479,222
407,378,222
323,642,77
758,834,10
407,372,29
314,966,19
590,835,19
323,834,30
372,595,40
372,407,7
834,758,17
557,323,327
131,314,180
303,298,10
567,713,10
835,590,11
1018,1018,1
407,372,7
479,314,132
73,63,431
314,372,431
681,758,431
567,47,148
640,642,31
67,63,50
851,679,33
323,834,83
314,479,225
73,596,199
6,686,174
561,557,152
814,297,32
314,131,287
323,642,66
73,596,128
714,928,128
323,557,71
851,679,40
63,73,63
831,372,21
831,1004,43
901,41,13
378,407,12
378,644,30
590,835,3
758,681,41
681,758,54
758,834,54
212,555,115
758,681,115
1004,831,148
901,915,208
561,557,156
642,640,14
644,378,20
831,1004,97
681,758,24
418,966,54
233,193,162
314,479,57
834,758,40
652,265,40
567,823,120
323,834,34
314,131,46
378,644,51
567,823,51
323,642,69
567,823,120
567,823,120
1004,831,84
687,586,11
687,463,10
297,814,40
831,1004,110
652,954,48
557,323,472
652,324,79
1004,831,90
193,233,406
1004,831,90
588,953,6
1269,1269,1
323,557,36
9,8,66
831,1004,72
557,561,153
652,215,51
337,840,11
1004,831,79
337,297,62
617,462,73
629,713,229
297,337,95
831,1004,95
652,190,107
1014,1,20
323,834,65
263,642,24
1004,831,142
9,8,55
323,642,55
9,788,52
652,761,69
1004,687,9
9,711,145
642,263,5
323,557,35
41,901,34
337,297,74
652,35,95
617,73,345
1019,1019,1
144,121,236
758,834,26
652,1015,115
758,681,21
263,391,23
652,1016,53
307,317,32
144,189,176
681,758,63
652,115,61
297,337,86
297,337,86
400,396,123
400,973,95
323,642,24
144,142,463
337,297,10
840,590,81
418,711,77
479,27,15
400,447,125
391,263,6
297,337,176
770,484,20
27,479,8
9,8,256
144,515,256
9,711,50
144,1017,27
144,1004,29
263,391,79
721,781,258
144,1018,77
1019,439,169
667,686,73
716,429,94
603,814,6
716,429,94
871,721,18
323,642,12
998,783,221
1019,439,169
1019,439,169
323,834,64
1076,1076,1
1019,588,99
323,557,97
144,1004,87
1019,588,99
758,681,50
144,1017,200
1082,1082,1
667,840,15
1004,144,260
73,63,24
323,642,93
1019,676,269
667,391,15
323,642,50
1017,144,110
143,681,80
9,318,34
721,782,177
1014,1020,177
323,643,75
721,777,75
143,6,79
783,998,75
783,68,19
1019,402,205
9,212,56
479,27,23
716,840,127
871,721,4
323,400,13
563,239,13
603,375,13
9,711,108
9,8,42
871,765,53
928,714,76
1004,194,36
840,667,12
323,642,202
27,479,70
144,1004,254
563,97,254
840,716,81
68,783,129
249,44,266
176,1021,18
479,27,41
323,373,46
928,652,10
144,1022,38
27,479,34
212,439,143
212,439,143
716,840,84
834,144,28
73,617,309
555,1019,19
586,687,19
1019,555,19
144,834,198
871,391,20
339,463,410
323,642,111
448,840,111
771,988,111
942,454,111
492,835,608
95,63,98
1004,437,82
988,771,156
181,495,77
481,992,117
181,454,101
144,479,145
181,766,152
679,310,86
479,144,31
323,373,173
95,712,330
1024,1024,1
144,1023,46
181,765,51
992,481,143
787,720,107
501,768,15
189,144,111
714,928,226
771,988,83
144,479,24
204,418,21
204,298,19
105,599,2
373,1023,52
1018,561,20
418,1024,45
1018,53,51
1018,53,51
835,492,256
144,996,7
539,765,55
988,771,44
103,988,34
442,635,189
103,798,27
483,768,234
103,144,74
998,783,127
144,103,138
783,68,109
783,998,137
548,913,32
68,783,78
783,68,90
874,498,18
874,254,47
103,975,29
144,975,53
599,105,11
686,6,107
103,819,31
68,783,94
542,460,201
542,504,72
686,667,232
542,598,144
1003,1000,131
783,68,153
481,992,96
212,211,77
481,27,3
482,1005,16
687,1004,38
1004,687,19
27,481,131
928,714,131
642,1024,17
881,999,14
68,783,123
933,783,190
523,549,93
969,949,369
174,260,399
252,783,399
1005,482,47
712,95,520
252,391,11
481,27,111
1023,373,144
252,831,10
783,68,79
783,933,290
481,988,11
783,252,87
252,783,44
212,339,36
794,27,228
68,783,42
252,765,29
969,771,68
481,783,18
481,561,118
252,297,30
325,318,85
783,252,57
783,68,13
1025,1025,1
68,783,58
783,481,46
481,783,55
204,498,111
174,260,53
975,539,53
388,1019,42
388,1019,42
783,68,29
388,1019,42
388,1019,42
783,481,45
975,481,45
481,783,76
204,498,43
795,1025,29
252,783,53
68,783,34
783,481,79
481,815,107
975,481,40
783,252,145
481,783,126
783,68,24
481,975,55
68,783,142
252,783,31
975,481,91
481,975,83
783,481,158
783,68,28
783,252,39
42,726,23
425,765,50
42,163,60
704,1026,47
1025,795,43
498,831,93
68,783,84
252,783,44
783,68,19
68,783,43
504,542,54
783,252,44
252,687,100
252,783,7
1028,1028,1
1029,1029,1
68,391,26
783,68,29
68,783,44
783,1025,77
338,454,234
933,783,313
998,783,203
783,68,14
783,933,269
683,48,76
68,783,53
783,998,103
783,68,61
1032,1032,1
68,783,36
998,783,61
933,783,132
933,765,61
84,765,14
84,391,2
84,1000,17
1226,1226,1
84,638,44
84,639,2
250,513,118
979,978,236
105,599,123
105,1021,126
105,1027,49
834,144,101
244,586,857
244,448,151
244,142,614
949,969,480
964,212,120
26,1014,22
26,462,43
851,679,80
851,1014,130
244,142,6
851,302,159
777,721,109
462,26,198
638,105,7
638,103,28
966,318,170
26,462,144
342,638,77
638,1001,56
638,939,18
308,1026,15
638,996,24
638,342,125
342,638,71
638,342,12
1,1014,32
997,142,364
509,454,38
339,212,28
212,439,283
966,617,94
509,140,54
509,236,37
509,236,15
509,260,27
509,364,39
539,975,23
509,364,47
991,286,31
209,583,57
447,400,88
391,263,33
391,667,12
391,252,9
391,68,12
391,84,12
999,297,396
509,513,34
509,707,26
431,975,72
431,617,220
777,1021,55
27,481,80
27,794,26
297,252,51
260,950,182
297,999,79
617,681,99
834,758,31
617,103,114
1033,1033,1
260,949,768
926,73,96
1000,418,23
1000,84,40
260,174,574
260,509,27
1000,8,27
1028,260,32
617,966,432
926,557,515
462,992,112
771,969,35
779,581,3
103,638,85
779,249,3
431,617,301
8,1000,17
926,992,58
454,942,80
992,926,81
454,338,146
454,181,4
992,454,35
1000,8,52
871,1026,4
454,992,4
992,454,34
617,74,290
679,817,34
676,1019,83
617,704,233
866,203,40
1014,26,27
771,992,21
617,431,216
817,679,71
143,201,3
143,966,26
431,617,211
617,431,248
314,228,2110
1014,132,221
163,42,36
314,992,129
871,988,16
63,73,38
63,95,271
513,250,37
204,498,176
761,652,14
599,998,59
26,1014,38
402,1019,68
679,817,24
439,1019,72
590,587,7
439,212,501
559,97,29
592,1014,31
966,617,689
132,1014,37
1014,132,63
42,163,100
592,74,171
163,42,23
132,1014,80
408,254,286
425,765,31
